ID,Income
1744,117076
2739,122150
2241,143500
30,13200
939,47342
951,9905
104,29660
20,63000
1018,63600
56,105100
13,33470
50,22591
5218,124001
5948,82576
7173,42100
5073,186317
5121,71328
5575,50023
8415,34200
2239,39000
1532,202625
2264,85700
594,22404
418,47620
42,90010
1150,79800
3154,52746
6556,146810
8054,109200
8503,191580
9536,133000
8823,215100
6300,42040
6237,137140
8265,62010
6523,47400
6367,33888
6641,160000
6811,110000
1553,15264
2678,114300
2705,125000
1493,60000
1660,189000
2639,64443
1995,247486
1960,15500
2133,270000
1654,187436
7427,10584
8671,39100
93,1292340
714,250100
1128,56200
258,104018
241,46010
39,85005
606,204000
67,34010
81,89420
348,66500
31,27189
125,202975
222,90500
6064,218050
8489,51400
5868,110000
9313,202100
5083,110460
8190,182050
2623,100000
1423,46606
4917,217200
6222,130400
6431,240110
7164,171000
2651,156044
9256,7668
6504,107840
1003,477000
995,72000
1057,35100
466,72000
303,72174
5912,80240
7405,25380
8826,94230
9423,302000
5416,118300
5969,114500
6121,55650
6715,94900
4851,45000
5612,90138
6416,98050
7233,105000
6988,112000
2388,77404
1535,65550
2853,398500
4562,26820
4741,12768
4841,104000
5161,93250
5608,40700
5342,705504
8899,120100
4798,79160
5860,77000
7142,83000
342,15146
4570,240400
5408,90001
249,123400
793,124304
781,43412
9565,196300
6405,248122
8542,328000
4569,5800
5016,79526
8668,48000
9486,88860
5248,51000
5184,27600
7897,104795
7988,13932
5788,14082
5844,1400
8855,0
4249,0
4335,40000
4109,35098
4461,90000
3882,113000
4232,31209
605,42006
236,91445
226,89000
9130,93000
9231,125000
3837,139267
3696,66423
3777,14000
6319,57201
7667,47000
5179,40000
5762,324462
712,14500
1285,70040
5641,10800
5317,64000
6188,60384
7825,24000
7714,10800
6959,11000
7917,10040
7041,30100
9125,39500
7131,75800
608,54286
250,51100
8,179702
3542,321108
3766,379372
6875,65400
5325,294300
8577,165929
711,47317
6212,240530
6983,22000
8511,218200
4573,1017000
4550,36005
5737,95080
7316,246000
5125,95000
5109,112800
5364,142000
5887,162800
1017,105600
1126,37200
837,37000
1789,427180
2322,108600
1994,66921
607,55000
6682,20600
9476,70000
9134,414000
138,2217
213,49220
9129,20000
8757,42042
8264,38000
8285,88200
8425,98020
8616,116988
6186,150000
9032,92800
8572,31000
1770,44200
1653,137000
2618,202000
2215,64100
6264,183400
6867,111400
9085,86000
4610,89100
6224,114965
7737,123000
8768,121300
8305,97400
3562,49496
3461,130506
3821,75316
3733,36000
3731,41500
3563,45010
1708,22270
1945,17000
1987,61000
1871,95634
1639,127560
1729,91030
1978,15170
1799,36480
1772,55700
1549,81060
2096,160900
2465,24000
2128,67000
9210,33375
801,42000
788,128120
862,69383
579,50000
1307,118500
4638,16000
6099,19626
5592,54000
5229,37000
9263,22648
5764,80332
8882,24500
9583,125544
7115,53600
6582,94000
6995,80000
8894,47900
8603,58001
8829,44054
9314,59454
5437,35020
7095,30216
5955,32892
5823,25555
4975,124329
9250,141550
5439,31200
6296,85036
7283,117080
8526,26000
6423,45700
7748,181000
6574,463350
1560,22740
1559,126100
2428,105100
1548,53500
2690,90000
1769,62500
1828,126130
1775,26000
1411,44318
2636,112640
453,77000
75,224200
474,470200
1060,116150
449,66072
1177,411200
2613,119002
694,18344
784,53062
1346,28000
749,24000
1170,64450
757,36000
773,144500
1011,89002
5146,12576
6368,41100
6039,24400
80,91010
463,34333
454,210744
5998,44400
6012,41600
6325,99000
2460,74600
718,39000
430,126100
1298,217100
927,140600
2816,108160
2854,198000
1873,200000
8101,180050
1079,67712
1031,68050
1185,160338
71,73320
374,32735
1221,98065
884,129664
251,174198
2920,69986
3163,155300
3348,97804
486,0
856,44388
787,22360
1260,178200
511,99300
725,98002
1267,108800
11,5860
48,500
7663,80000
6905,165000
7439,97140
6646,182000
7543,170200
6109,98760
7001,79840
7187,91100
9421,293120
7322,60900
3054,37000
3309,228300
6270,161900
9422,87005
9322,148650
7647,144050
537,34100
7456,45070
5197,86000
7954,150800
5743,70100
8250,289520
8297,138390
6266,101600
822,24624
894,124000
450,94040
1709,219929
2511,166000
5884,42125
4678,9000
4668,10620
8491,53400
4541,81200
5348,1000
8587,74370
254,57633
140,115200
928,34400
555,31200
501,208600
9010,47609
5558,50000
4692,88900
8442,32342
3447,180050
3490,140000
3448,80344
3727,100650
3855,42700
3757,153400
3500,158000
9561,135000
7102,101316
903,200385
270,271500
6106,139000
6672,92400
9598,10000
7085,36000
7727,34200
4819,53130
5734,32000
7358,52216
8836,50000
6605,85848
7778,25752
8866,124000
6091,100700
3546,81800
3654,35000
3629,103700
3785,23138
3553,53600
6174,51000
9352,20480
6670,47200
5773,184100
1054,31755
6516,200500
4984,-267900
5521,164426
8592,102350
8165,145000
929,75032
800,63798
344,110000
595,190141
278,136140
273,48002
869,9000
580,90250
419,59479
7052,48400
5828,101000
9467,50500
5528,253000
8632,108000
4306,155026
3903,69050
3945,54656
3947,84510
4478,80030
3402,44000
7326,92864
7382,62020
550,136780
619,59005
1731,247350
1702,292600
1973,5050
2074,84100
2609,82050
2089,130100
1367,266126
1613,82000
1865,23492
1636,133238
2116,506000
2069,6010
1739,133000
1454,165020
1984,63119
2038,142820
1409,172076
1802,187700
1528,133990
1389,129000
2578,35088
1635,105820
2355,160000
238,46424
583,29050
3151,65217
3378,960
3205,95435
1357,51650
346,132000
5421,116600
5673,92400
6489,240386
5824,143584
5718,134200
4763,85200
5396,432012
4725,82030
8156,215100
6473,75000
6468,158000
7089,45100
5305,148563
5526,186300
7226,20200
5322,174020
4814,86026
8355,0
4791,81100
8896,48300
7090,230311
5623,37899
3909,78011
4481,77000
4273,36564
4184,27962
4244,10500
4225,39890
3876,20941
4187,0
4498,27000
4035,11700
4248,15500
3890,17200
4250,20000
3880,78000
5696,760
7420,18000
6491,40070
5216,12600
5336,33466
5642,64400
6777,0
5319,160100
5815,31200
9351,50000
5275,93000
7037,19034
7100,50650
4666,240020
863,38707
4182,1600
517,38487
6496,81492
4862,88128
5556,108000
5443,155100
9433,105000
2299,52000
1817,245000
1421,23664
1414,21500
2268,80300
7478,74838
6686,0
5268,43968
6862,98050
6827,54000
4618,143600
5241,228400
8498,124000
9211,153050
4040,571500
4036,18050
4123,59050
4443,149480
2596,72010
2197,91590
6226,30450
8713,64960
7790,275050
7593,159100
7165,65568
7425,120100
5380,64100
5368,86100
3861,26500
7583,196438
6151,38600
6625,105232
8210,1064500
7404,526400
9105,113000
8719,220800
9443,101000
2230,164799
2371,60200
2396,23600
4766,197000
6365,71600
1515,67526
2422,194000
770,44748
567,115050
68,203100
766,174100
4084,90146
3914,312388
4062,350008
3896,54000
4121,64300
4365,11000
4168,124010
4143,143000
3753,28329
3612,57993
3780,254500
3859,67612
3468,24600
3584,175050
3657,9850
3569,43924
3674,95020
3604,20500
3669,36000
3535,0
3592,120000
3539,32208
3798,296100
3961,77889
4477,80000
4083,54690
6466,160396
6393,30700
8102,142110
6256,52379
8106,48750
709,128840
821,152500
498,76060
697,19720
9319,31200
6831,160000
5029,35000
4654,90000
7018,113950
8920,60000
8203,141294
5046,80100
4565,58000
6710,40000
5972,138782
5063,54400
4885,150910
7152,63275
195,50500
627,61100
1328,221100
302,52030
936,221200
57,30894
617,90400
971,136000
1032,62300
1099,183841
598,122050
673,112613
243,146200
1047,13060
424,53050
1207,21015
641,240935
145,22020
7399,26650
8361,148916
8477,80800
7693,139000
3493,11880
732,60200
2160,111000
2601,90850
2075,63159
49,15600
277,407000
130,15500
6633,89982
4998,70000
8547,284500
945,55605
1303,55700
920,85000
76,78532
1077,101100
675,260400
8656,35430
4617,276000
7551,121917
8570,179000
5939,131200
5440,28000
5094,107752
3029,373800
2942,152500
3058,68995
3357,96029
3200,267800
3034,98250
3004,130800
3297,225050
2996,249000
1377,102005
1364,55010
2187,124000
1369,176002
2257,168000
2008,75900
2754,911881
2701,200632
1575,102800
4581,104368
9359,297900
6967,343200
2882,123712
2858,254600
2018,220010
2861,121610
2222,1533000
1912,190004
2346,129500
7335,22800
7816,134000
8970,69000
9488,515000
7438,254465
7345,190100
9200,153300
2831,286838
1556,72050
644,292000
351,126000
365,182120
8957,12950
7532,38035
7084,84000
9582,136650
7254,163300
8063,43472
8874,28368
8963,45858
9056,63000
8507,214000
9113,10000
7854,90140
8779,47000
9411,241238
320,39864
420,50000
5687,305000
5193,140600
8528,169100
9267,74080
9600,2600
7156,145006
8898,302500
6993,101600
8965,120238
9424,83300
5488,130700
6667,100006
7652,71417
7913,185100
6337,360238
559,33750
817,108000
5314,123898
8422,50000
8953,98000
1048,35100
1257,214000
340,94680
677,20550
1297,24000
4529,50000
6261,123200
6663,228050
7678,186004
5492,137000
8781,121680
6034,100995
8551,0
5002,61806
4751,142010
6000,76100
1194,12600
413,16080
359,99620
1036,159505
875,84502
3502,187550
3704,74000
3492,138000
3690,91500
3453,53000
6455,20928
7890,32600
6443,96000
4688,58710
6426,58662
6788,99136
8036,10500
7909,198006
7342,280000
7391,93850
7920,46000
5410,105000
6882,180000
4520,15001
6842,30963
9069,187056
6896,58000
7329,41014
7149,82000
6737,83510
4760,74050
6631,120400
7985,105500
8012,60000
9034,105000
8240,49100
6360,114020
7020,82002
6585,40050
6790,117056
6434,40000
6673,119050
7735,36000
6524,10392
6531,43276
1684,42325
2244,26050
2260,57700
316,24076
263,30018
1751,72100
2266,15350
2094,117000
1936,41000
1624,404468
2059,128835
336,51392
623,111300
1545,12000
2660,215900
1672,30224
1540,75011
2850,124000
2076,85500
9474,117516
5210,107368
6638,81957
6591,100700
4664,441253
4068,31800
3944,37200
4210,176200
3973,115000
4424,16000
4293,178000
9511,30954
4661,29350
6274,17640
9047,20640
1172,34000
1117,4452
1188,12000
1184,7632
1030,32732
1277,17676
940,14700
771,25435
2449,52000
1403,19248
1518,32000
2080,203600
1721,127860
2009,87220
1998,370506
1365,31000
1776,241654
1530,175400
1394,74040
1413,203100
2321,253100
5057,76500
9573,88380
9074,94200
7434,144500
5226,15000
8892,53000
5402,155000
7056,282923
7950,476358
9425,199100
8230,16020
7407,95200
7539,5580
8408,58000
9475,192496
6043,51918
5570,8960
4534,2720
5604,35000
4532,29976
4626,16403
4649,26450
5386,46620
5145,322210
5259,179078
7230,138510
6545,156000
8562,105020
7040,78900
8075,110000
6881,79200
7027,65200
4949,28073
9385,65012
5177,13050
5514,33572
6490,10584
8796,160000
6608,141443
6279,58500
6877,98000
6050,100515
6916,125100
7452,109000
9494,83864
8452,77812
8185,20026
6246,201370
6954,145050
9255,84600
8664,185650
7561,77016
117,85100
1252,75500
6835,71080
5652,82950
9220,111860
7631,56186
8048,191100
9325,18000
6265,195000
7402,72200
6033,37256
7046,73330
8525,111006
5020,300
6660,0
8267,91884
5542,55861
6351,71268
9300,23000
5042,43000
9366,90100
6738,140000
8038,21100
5605,32200
9294,15000
8720,126105
9254,444488
9071,30864
